data,produto,categoria,cidade,vendedor,quantidade,preco_unitario
2023-03-25,Monitor,Tecnologia,Fortaleza,Carlos,1,3685
15/09/2023,Tablet,Tecnologia,São Paulo,Fernanda,2,4463
23/12/2023,Teclado,Tecnologia,Belo Horizonte,João,1,1250
2023-10-04,Cadeira,Moveis,RIO DE JANEIRO,Lucas,2,2758
2024-09-25,Cadeira,Moveis,Fortaleza,Ana,4,1989
2023-02-10,Mouse,Tecnologia,Salvador,Ana,4,2141
2024-11-09,Mouse,Tecnologia,Curitiba,João,4,3080
12/07/2024,Notebook,Tecnologia,Fortaleza,Pedro,1,3373
2024-04-23,Mesa,Moveis,Curitiba,Maria,3,3028
2024-09-19,Tablet,Tecnologia,Rio de Janeiro,,2,1154
2024-01-11,Cadeira,Moveis,Salvador,Pedro,3,4752
2023-08-22,Tablet,Tecnologia,,Maria,2,1010
2024-07-02,Teclado,Tecnologia,Rio de Janeiro,Ana,1,3258
04/01/2024,Notebook,Tecnologia,Salvador,Ana,3,2036
2023-06-14,Teclado,Tecnologia,Curitiba,Pedro,1,2821
2024-07-07,Mesa,Moveis,Curitiba,Ana,1,4957
2023-12-25,Monitor,Tecnologia,Fortaleza,Lucas,1,1727
2023-05-19,Mesa,Moveis,sao paulo,Carlos,1,3270
2024-10-25,Notebook,Tecnologia,Curitiba,João,1,1098
2023-06-13,Teclado,Tecnologia,Salvador,Lucas,3,3262
20/05/2023,Mesa,Moveis,São Paulo,Ana,2,1610
11/07/2024,Notebook,Tecnologia,Recife,Carlos,2,982
2024-11-25,Mesa,Moveis,sao paulo,Fernanda,2,1710
2024-12-15,Mesa,Moveis,Curitiba,Carlos,3,3925
2023-03-23,Monitor,Tecnologia,Fortaleza,Fernanda,3,3922
26/04/2023,Notebook,Tecnologia,Salvador,Pedro,1,4035
2023-01-13,Monitor,Tecnologia,Rio de Janeiro,Carlos,1,2434
2024-12-26,Teclado,Tecnologia,Curitiba,Ana,2,3053
2024-11-11,Smartphone,Tecnologia,Fortaleza,Pedro,4,1409
2023-09-21,Smartphone,Tecnologia,Fortaleza,João,4,erro
2023-01-25,Mouse,Tecnologia,Curitiba,Ana,3,4336
2023-07-20,Tablet,Tecnologia,sao paulo,Fernanda,4,4742
2024-01-19,Notebook,Tecnologia,sao paulo,Pedro,3,1481
2023-07-07,Cadeira,Moveis,Salvador,Maria,4,2192
2024-10-18,Tablet,Tecnologia,sao paulo,Fernanda,2,4645
2024-05-22,Mesa,Moveis,sao paulo,Carlos,3,3051
27/01/2023,Mesa,Moveis,São Paulo,João,3,1688
12/03/2024,Cadeira,Moveis,Salvador,Fernanda,3,3958
2023-07-02,Notebook,Tecnologia,Rio de Janeiro,Carlos,2,1689
2024-02-16,Smartphone,Tecnologia,Belo Horizonte,Maria,1,2407
22/09/2024,Mouse,Tecnologia,RIO DE JANEIRO,Ana,2,4549
13/08/2024,Notebook,Tecnologia,Salvador,Carlos,1,1984
2023-12-09,Notebook,Tecnologia,RIO DE JANEIRO,Lucas,4,2537
2024-10-12,Mouse,Tecnologia,Recife,Ana,3,4332
2023-05-21,Smartphone,Tecnologia,Fortaleza,Lucas,2,2771
28/11/2024,Notebook,Tecnologia,sao paulo,Fernanda,1,3999
24/06/2023,Smartphone,Tecnologia,São Paulo,Ana,1,334
2024-03-27,Monitor,Tecnologia,Fortaleza,Ana,2,4728
2023-04-11,Teclado,Tecnologia,Fortaleza,Fernanda,3,2687
2024-10-19,Tablet,Tecnologia,Rio de Janeiro,Lucas,3,991
2023-04-10,Teclado,Tecnologia,Salvador,Carlos,4,4844
2023-04-10,Notebook,Tecnologia,sao paulo,Fernanda,1,1872
2023-10-01,Mouse,Tecnologia,sao paulo,Carlos,2,1039
2023-03-06,Cadeira,Moveis,RIO DE JANEIRO,João,4,334
2023-02-23,Cadeira,Moveis,Curitiba,Carlos,4,2200
2024-02-02,Tablet,Tecnologia,São Paulo,Ana,1,486
2024-06-19,Cadeira,Moveis,Salvador,João,1,839
2023-04-29,Mouse,Tecnologia,Salvador,Lucas,3,2612
2024-11-29,Smartphone,Tecnologia,Belo Horizonte,Lucas,1,1797
2023-02-02,Notebook,Tecnologia,Curitiba,Ana,3,2903
2024-10-08,Teclado,Tecnologia,sao paulo,João,3,4652
2024-12-29,Mesa,Moveis,sao paulo,Pedro,1,3385
2024-05-03,Teclado,Tecnologia,Belo Horizonte,Ana,2,3376
2024-05-30,Smartphone,Tecnologia,Recife,Maria,1,730
2023-05-23,Monitor,Tecnologia,Belo Horizonte,Maria,2,332
2023-01-26,Notebook,Tecnologia,sao paulo,Ana,3,560
2024-02-16,Mesa,Moveis,Salvador,Carlos,1,1172
2024-07-22,Mouse,Tecnologia,São Paulo,Maria,1,4881
2024-08-18,Teclado,Tecnologia,Rio de Janeiro,Carlos,3,2395
2023-01-15,Monitor,Tecnologia,Salvador,Carlos,2,2600
2024-08-12,Smartphone,Tecnologia,Salvador,Lucas,1,3394
2024-03-03,Tablet,Tecnologia,Rio de Janeiro,Pedro,4,
2024-10-29,Mesa,Moveis,sao paulo,Pedro,1,4775
2024-03-21,Smartphone,Tecnologia,Fortaleza,Fernanda,3,456
03/06/2023,Mesa,Moveis,Rio de Janeiro,João,4,982
2023-09-02,Monitor,Tecnologia,sao paulo,Carlos,2,619
2024-05-09,Tablet,Tecnologia,Rio de Janeiro,Carlos,3,4382
2023-03-27,Teclado,Tecnologia,Curitiba,Maria,1,3719
2023-11-18,Mouse,Tecnologia,RIO DE JANEIRO,Lucas,4,
14/10/2024,Monitor,Tecnologia,Rio de Janeiro,Pedro,4,1561
2024-11-02,Notebook,Tecnologia,Recife,Lucas,3,3924
05/11/2024,Cadeira,Moveis,São Paulo,Maria,3,3774
2023-04-26,Teclado,Tecnologia,São Paulo,Maria,1,3262
2023-02-27,Notebook,Tecnologia,RIO DE JANEIRO,João,4,3799
12/07/2023,Teclado,Tecnologia,Recife,Lucas,2,1872
2024-10-12,Tablet,Tecnologia,Fortaleza,Lucas,1,2735
2023-07-18,Mouse,Tecnologia,Recife,Fernanda,3,4747
2023-03-25,Smartphone,Tecnologia,RIO DE JANEIRO,Pedro,4,
06/09/2024,Tablet,Tecnologia,Fortaleza,Lucas,2,3676
07/12/2024,Notebook,Tecnologia,Recife,Maria,3,4235
2024-06-19,Teclado,Tecnologia,São Paulo,Fernanda,4,4006
2023-09-05,Teclado,Tecnologia,Curitiba,Carlos,1,680
2024-05-23,Notebook,Tecnologia,sao paulo,Fernanda,2,1480
2023-03-26,Mesa,Moveis,Recife,Ana,3,erro
2023-02-07,Mouse,Tecnologia,Belo Horizonte,Maria,4,2898
2024-06-25,Smartphone,Tecnologia,RIO DE JANEIRO,Carlos,1,1235
2024-01-14,Tablet,Tecnologia,Salvador,Lucas,4,3722
22/10/2024,Cadeira,Moveis,Rio de Janeiro,Fernanda,4,3742
2024-06-04,Cadeira,Moveis,São Paulo,Ana,4,4205
2024-03-11,Tablet,Tecnologia,São Paulo,João,3,3064
29/12/2024,Mesa,Moveis,Rio de Janeiro,Fernanda,1,2636
2024-02-27,Tablet,Tecnologia,Belo Horizonte,Lucas,1,1106
2023-11-09,Cadeira,Moveis,Salvador,Carlos,3,780
04/11/2023,Mouse,Tecnologia,Belo Horizonte,João,1,660
18/04/2024,Notebook,Tecnologia,,Pedro,4,1251
23/02/2024,Monitor,Tecnologia,Belo Horizonte,Ana,2,1924
2023-11-11,Tablet,Tecnologia,Fortaleza,Lucas,2,1092
2024-03-28,Notebook,Tecnologia,Fortaleza,Pedro,2,1099
14/08/2024,Mouse,Tecnologia,Belo Horizonte,Maria,2,3831
2023-01-22,Tablet,Tecnologia,Belo Horizonte,Pedro,1,2666
2024-08-17,Smartphone,Tecnologia,São Paulo,João,4,4659
2023-05-06,Mouse,Tecnologia,São Paulo,Lucas,1,239
10/03/2023,Notebook,Tecnologia,RIO DE JANEIRO,Pedro,3,3204
16/07/2023,Cadeira,Moveis,São Paulo,Lucas,2,2706
2024-11-24,Mouse,Tecnologia,Salvador,Lucas,3,1649
2024-02-08,Tablet,Tecnologia,sao paulo,Maria,2,2861
2024-10-30,Cadeira,Moveis,RIO DE JANEIRO,Lucas,2,617
2024-04-18,Smartphone,Tecnologia,Belo Horizonte,Pedro,1,3902
2023-04-08,Monitor,Tecnologia,Belo Horizonte,Fernanda,4,2733
2024-10-30,Monitor,Tecnologia,Fortaleza,Ana,4,2700
2024-01-02,Monitor,Tecnologia,Salvador,Fernanda,1,2949
2023-03-14,Monitor,Tecnologia,Rio de Janeiro,,4,4940
06/03/2023,Mouse,Tecnologia,Curitiba,Pedro,1,4857
2024-09-01,Tablet,Tecnologia,Recife,Fernanda,1,383
2023-05-17,Notebook,Tecnologia,Salvador,Carlos,1,3591
2024-01-05,Notebook,Tecnologia,Curitiba,Fernanda,2,3590
2024-01-02,Notebook,Tecnologia,,Ana,1,2526
2023-02-12,Notebook,Tecnologia,sao paulo,Fernanda,2,
31/05/2023,Notebook,Tecnologia,Curitiba,Pedro,4,2884
2023-10-23,Tablet,Tecnologia,São Paulo,Pedro,2,
2023-12-04,Tablet,Tecnologia,Fortaleza,Ana,3,1773
2023-11-15,Monitor,Tecnologia,São Paulo,Fernanda,2,2534
2024-08-25,Tablet,Tecnologia,,Lucas,3,593
2024-09-10,Cadeira,Moveis,,Lucas,1,4127
2024-07-21,Notebook,Tecnologia,Salvador,Maria,2,544
2024-02-24,Tablet,Tecnologia,Rio de Janeiro,Fernanda,3,1458
2024-05-26,Cadeira,Moveis,Salvador,Ana,1,4451
2023-07-26,Mouse,Tecnologia,São Paulo,Carlos,3,3081
07/12/2023,Cadeira,Moveis,Curitiba,Maria,1,2132
2024-09-12,Mesa,Moveis,São Paulo,Ana,3,902
2024-03-19,Mouse,Tecnologia,Recife,João,2,3706
2023-11-07,Teclado,Tecnologia,São Paulo,Maria,3,4035
2023-04-07,Smartphone,Tecnologia,Fortaleza,Fernanda,1,236
2024-02-29,Cadeira,Moveis,Belo Horizonte,Pedro,2,186
2024-12-26,Cadeira,Moveis,Recife,Fernanda,3,1800
14/02/2023,Tablet,Tecnologia,Salvador,Ana,4,696
28/08/2024,Smartphone,Tecnologia,Fortaleza,Carlos,1,820
2024-10-11,Smartphone,Tecnologia,Belo Horizonte,Fernanda,3,3079
2023-05-07,Mesa,Moveis,sao paulo,Pedro,3,3553
2023-05-17,Teclado,Tecnologia,sao paulo,Fernanda,2,3652
2024-03-24,Smartphone,Tecnologia,Rio de Janeiro,Lucas,2,4336
27/08/2023,Tablet,Tecnologia,Belo Horizonte,Maria,1,4440
12/03/2023,Notebook,Tecnologia,São Paulo,Fernanda,2,4500
12/07/2023,Teclado,Tecnologia,Curitiba,,1,350
2024-01-15,Tablet,Tecnologia,São Paulo,Lucas,2,1196
2024-08-20,Notebook,Tecnologia,RIO DE JANEIRO,Fernanda,3,1487
17/02/2024,Cadeira,Moveis,Fortaleza,Pedro,2,4108
2024-06-25,Teclado,Tecnologia,Rio de Janeiro,Carlos,2,2582
16/12/2024,Cadeira,Moveis,Recife,João,4,2439
2024-11-15,Notebook,Tecnologia,Recife,Lucas,1,2704
2023-11-19,Monitor,Tecnologia,Belo Horizonte,Carlos,2,305
2024-05-21,Mouse,Tecnologia,Rio de Janeiro,Carlos,3,3293
2024-07-14,Tablet,Tecnologia,RIO DE JANEIRO,Ana,3,1605
2023-07-20,Tablet,Tecnologia,Belo Horizonte,Maria,1,3539
21/12/2024,Mouse,Tecnologia,Belo Horizonte,Ana,3,143
2023-08-08,Notebook,Tecnologia,Fortaleza,Lucas,2,2548
2024-05-04,Tablet,Tecnologia,Salvador,Pedro,2,3745
2023-02-09,Notebook,Tecnologia,São Paulo,Maria,2,
2023-06-27,Smartphone,Tecnologia,São Paulo,Carlos,2,4986
2024-05-19,Cadeira,Moveis,São Paulo,Carlos,2,4134
2023-06-05,Teclado,Tecnologia,Salvador,Maria,2,1022
2024-03-12,Mesa,Moveis,sao paulo,Ana,4,1914
2023-12-06,Smartphone,Tecnologia,Salvador,Carlos,4,4587
2024-02-09,Teclado,Tecnologia,Rio de Janeiro,Carlos,3,1640
2023-02-25,Notebook,Tecnologia,Salvador,Maria,4,4650
2023-09-21,Smartphone,Tecnologia,Recife,Ana,2,3939
2023-04-01,Monitor,Tecnologia,Fortaleza,Fernanda,2,1574
2024-02-04,Mesa,Moveis,Curitiba,Pedro,1,2950
2024-05-22,Cadeira,Moveis,sao paulo,Maria,3,erro
22/12/2023,Notebook,Tecnologia,Fortaleza,Pedro,3,3939
2024-12-09,Tablet,Tecnologia,Fortaleza,Pedro,2,4534
15/03/2023,Smartphone,Tecnologia,Rio de Janeiro,Fernanda,1,2358
2024-12-09,Mouse,Tecnologia,Rio de Janeiro,Ana,1,3734
2023-04-23,Cadeira,Moveis,Rio de Janeiro,Pedro,2,1137
2024-11-24,Mesa,Moveis,Curitiba,Fernanda,3,1198
2024-07-24,Notebook,Tecnologia,São Paulo,Fernanda,1,
12/07/2023,Mouse,Tecnologia,São Paulo,Lucas,4,4601
15/10/2024,Cadeira,Moveis,sao paulo,Carlos,2,1235
2023-08-10,Mouse,Tecnologia,Rio de Janeiro,,4,3355
2024-03-13,Notebook,Tecnologia,Salvador,Ana,4,3023
2023-01-29,Tablet,Tecnologia,Belo Horizonte,Carlos,2,4835
2024-06-02,Cadeira,Moveis,,Fernanda,3,1362
2023-09-13,Tablet,Tecnologia,São Paulo,Fernanda,3,4374
2024-09-22,Mesa,Moveis,Recife,Ana,3,2754
2023-11-05,Mesa,Moveis,Fortaleza,Carlos,1,3956
08/04/2023,Monitor,Tecnologia,Recife,Maria,4,2717
28/12/2024,Cadeira,Moveis,Fortaleza,Lucas,4,4978
2024-08-06,Cadeira,Moveis,sao paulo,Lucas,4,2042
21/07/2024,Cadeira,Moveis,Recife,Lucas,3,3711
2023-03-27,Smartphone,Tecnologia,sao paulo,Fernanda,2,4361
2024-10-03,Cadeira,Moveis,Curitiba,Carlos,3,2111
2024-02-28,Smartphone,Tecnologia,Belo Horizonte,João,4,3283
2023-09-04,Notebook,Tecnologia,Rio de Janeiro,João,2,2253
2023-03-30,Cadeira,Moveis,Belo Horizonte,Fernanda,3,2253
2023-02-01,Teclado,Tecnologia,RIO DE JANEIRO,Fernanda,4,3902
2024-03-03,Mouse,Tecnologia,Belo Horizonte,Fernanda,4,326
2023-07-06,Mouse,Tecnologia,São Paulo,João,2,2635
2024-01-25,Teclado,Tecnologia,Salvador,Ana,1,1981
2024-07-04,Mouse,Tecnologia,Salvador,Ana,1,1795
2024-03-26,Teclado,Tecnologia,Salvador,Fernanda,1,2885
2023-07-04,Tablet,Tecnologia,São Paulo,Pedro,4,3782
2023-12-15,Mesa,Moveis,RIO DE JANEIRO,Fernanda,2,407
2024-12-25,Cadeira,Moveis,Rio de Janeiro,João,3,4578
2024-05-14,Mouse,Tecnologia,São Paulo,Maria,2,3079
2023-04-19,Tablet,Tecnologia,Belo Horizonte,Lucas,4,1899
2023-06-05,Notebook,Tecnologia,Rio de Janeiro,Fernanda,4,986
2023-10-13,Notebook,Tecnologia,Rio de Janeiro,Lucas,4,597
2024-08-28,Monitor,Tecnologia,RIO DE JANEIRO,Ana,3,3083
2023-12-30,Smartphone,Tecnologia,São Paulo,João,3,2531
2024-10-10,Mouse,Tecnologia,Rio de Janeiro,João,1,1167
2023-05-20,Tablet,Tecnologia,São Paulo,Pedro,2,3051
2023-02-11,Tablet,Tecnologia,São Paulo,João,3,2762
2024-05-20,Tablet,Tecnologia,Salvador,Carlos,1,523
05/09/2024,Smartphone,Tecnologia,RIO DE JANEIRO,João,4,598
2024-01-06,Monitor,Tecnologia,sao paulo,Pedro,1,3320
2024-10-29,Mesa,Moveis,Rio de Janeiro,Carlos,2,3318
2023-10-20,Mesa,Moveis,Recife,Maria,4,3897
2023-11-04,Teclado,Tecnologia,Fortaleza,Maria,1,3276
21/12/2023,Mouse,Tecnologia,Rio de Janeiro,João,4,
04/04/2024,Mesa,Moveis,RIO DE JANEIRO,Fernanda,4,4105
2023-07-03,Tablet,Tecnologia,RIO DE JANEIRO,Fernanda,4,1498
2024-08-01,Smartphone,Tecnologia,Recife,Maria,2,3149
2023-06-01,Monitor,Tecnologia,Fortaleza,Ana,2,3454
2024-11-23,Notebook,Tecnologia,Belo Horizonte,Ana,3,2498
2024-11-18,Mesa,Moveis,Fortaleza,Maria,1,1369
2024-03-08,Teclado,Tecnologia,Salvador,Lucas,1,2144
07/09/2023,Mesa,Moveis,sao paulo,João,3,1425
2023-03-11,Smartphone,Tecnologia,Rio de Janeiro,Lucas,4,erro
2024-12-26,Mouse,Tecnologia,RIO DE JANEIRO,Ana,4,2086
2024-12-12,Notebook,Tecnologia,Curitiba,Fernanda,1,4387
25/02/2023,Teclado,Tecnologia,Rio de Janeiro,João,2,4032
2024-11-30,Tablet,Tecnologia,Belo Horizonte,Maria,3,2111
2024-03-20,Teclado,Tecnologia,Belo Horizonte,Fernanda,4,4061
2024-11-26,Smartphone,Tecnologia,São Paulo,Fernanda,3,1687
2024-07-05,Cadeira,Moveis,Salvador,Maria,1,4004
2023-12-01,Teclado,Tecnologia,sao paulo,Carlos,2,2758
2024-06-12,Mesa,Moveis,Salvador,Pedro,1,756
2024-06-09,Cadeira,Moveis,São Paulo,Fernanda,1,4850
05/11/2024,Teclado,Tecnologia,Curitiba,Maria,1,506
25/01/2024,Mouse,Tecnologia,São Paulo,João,4,4949
06/04/2024,Cadeira,Moveis,Fortaleza,Fernanda,4,4751
23/02/2024,Monitor,Tecnologia,sao paulo,Lucas,3,2039
2023-05-25,Teclado,Tecnologia,Salvador,Maria,2,2502
2024-02-02,Tablet,Tecnologia,Recife,Lucas,3,4007
2023-10-11,Smartphone,Tecnologia,sao paulo,Fernanda,2,4966
2023-06-08,Monitor,Tecnologia,sao paulo,Ana,1,1061
2023-04-13,Monitor,Tecnologia,Salvador,Maria,1,4166
2023-07-16,Smartphone,Tecnologia,Belo Horizonte,Lucas,3,3781
2024-09-25,Cadeira,Moveis,Salvador,Maria,4,3175
2024-02-28,Smartphone,Tecnologia,Salvador,Pedro,1,1864
16/04/2023,Mesa,Moveis,Fortaleza,Lucas,1,1575
2024-12-26,Tablet,Tecnologia,Belo Horizonte,Pedro,3,1316
2024-05-29,Teclado,Tecnologia,Rio de Janeiro,,4,698
21/08/2023,Monitor,Tecnologia,Curitiba,Fernanda,2,1206
2023-09-13,Mouse,Tecnologia,sao paulo,Fernanda,1,3071
2024-08-08,Notebook,Tecnologia,Belo Horizonte,Fernanda,1,3665
2023-01-25,Notebook,Tecnologia,Fortaleza,Pedro,4,2195
2024-08-19,Monitor,Tecnologia,Rio de Janeiro,,1,3050
2023-02-23,Notebook,Tecnologia,Fortaleza,Lucas,4,erro
17/10/2024,Monitor,Tecnologia,Recife,Fernanda,4,4686
03/10/2024,Cadeira,Moveis,sao paulo,Fernanda,3,2430
28/07/2024,Mesa,Moveis,São Paulo,Fernanda,4,240
2024-04-09,Teclado,Tecnologia,Recife,Ana,1,619
2023-06-24,Cadeira,Moveis,Belo Horizonte,Lucas,2,3834
2023-05-04,Mouse,Tecnologia,Recife,Pedro,1,4390
2024-09-09,Teclado,Tecnologia,Recife,,1,2174
2023-06-13,Cadeira,Moveis,Salvador,Ana,4,883
2023-02-14,Cadeira,Moveis,Recife,Carlos,2,3598
2024-01-02,Mouse,Tecnologia,RIO DE JANEIRO,Ana,3,3506
31/05/2024,Smartphone,Tecnologia,Recife,Lucas,2,3848
2024-08-11,Mouse,Tecnologia,Fortaleza,João,2,2282
2023-07-08,Teclado,Tecnologia,Recife,Maria,3,387
2023-07-13,Smartphone,Tecnologia,Belo Horizonte,Lucas,1,243
2023-04-17,Mesa,Moveis,Belo Horizonte,Maria,3,986
2023-11-02,Mesa,Moveis,São Paulo,Fernanda,1,4142
2023-06-30,Mouse,Tecnologia,sao paulo,Maria,2,1231
2023-11-27,Monitor,Tecnologia,São Paulo,Carlos,4,294
17/10/2024,Smartphone,Tecnologia,RIO DE JANEIRO,Lucas,2,2177
2024-03-19,Smartphone,Tecnologia,Salvador,Maria,1,944
2024-02-25,Mesa,Moveis,RIO DE JANEIRO,Maria,1,284
2024-04-18,Tablet,Tecnologia,RIO DE JANEIRO,Maria,4,4783
2023-02-08,Tablet,Tecnologia,Rio de Janeiro,Fernanda,1,3579
2023-03-19,Notebook,Tecnologia,Belo Horizonte,,3,2760
13/09/2024,Smartphone,Tecnologia,Salvador,Carlos,2,1851
2024-11-15,Mouse,Tecnologia,Recife,João,2,2786
2023-06-13,Tablet,Tecnologia,Curitiba,Ana,2,294
14/04/2023,Teclado,Tecnologia,São Paulo,Lucas,3,2114
22/05/2023,Mesa,Moveis,Rio de Janeiro,Lucas,2,3572
2024-01-07,Teclado,Tecnologia,São Paulo,Lucas,4,2353
2023-12-21,Mesa,Moveis,sao paulo,Lucas,3,2337
2024-12-24,Monitor,Tecnologia,Salvador,Maria,1,425
2024-05-22,Teclado,Tecnologia,Belo Horizonte,Pedro,4,1370
2024-07-19,Mesa,Moveis,Fortaleza,João,1,2675
2023-02-27,Mesa,Moveis,Salvador,Lucas,1,4901
2024-11-03,Tablet,Tecnologia,Recife,Lucas,3,2856
2023-03-14,Mouse,Tecnologia,RIO DE JANEIRO,Carlos,3,4185
2023-02-21,Mouse,Tecnologia,sao paulo,Ana,1,4025
2024-09-18,Tablet,Tecnologia,sao paulo,Pedro,3,1023
2024-07-04,Tablet,Tecnologia,Salvador,Maria,3,4162
2023-10-02,Monitor,Tecnologia,São Paulo,Pedro,2,2007
2023-11-24,Tablet,Tecnologia,Belo Horizonte,Lucas,2,2066
2024-10-27,Mouse,Tecnologia,Curitiba,João,4,3734
2024-08-23,Teclado,Tecnologia,São Paulo,Fernanda,2,2263
2024-09-25,Cadeira,Moveis,RIO DE JANEIRO,Maria,2,2576
2023-02-23,Notebook,Tecnologia,São Paulo,Pedro,1,2929
2024-02-18,Tablet,Tecnologia,Fortaleza,Carlos,1,4817
2024-05-21,Smartphone,Tecnologia,Belo Horizonte,João,4,343
2024-06-02,Smartphone,Tecnologia,RIO DE JANEIRO,Fernanda,2,1292
16/01/2024,Tablet,Tecnologia,Curitiba,Ana,3,
2024-05-30,Smartphone,Tecnologia,São Paulo,Fernanda,3,601
2023-06-27,Cadeira,Moveis,Recife,Maria,3,3936
2024-09-26,Mouse,Tecnologia,Fortaleza,Fernanda,4,1969
2023-07-06,Monitor,Tecnologia,Belo Horizonte,João,1,3722
25/06/2024,Mouse,Tecnologia,Recife,,3,2255
23/11/2024,Smartphone,Tecnologia,Belo Horizonte,Maria,1,356
2024-01-25,Teclado,Tecnologia,Curitiba,Maria,4,3835
23/12/2023,Mesa,Moveis,Salvador,Carlos,2,2180
2024-02-27,Monitor,Tecnologia,São Paulo,Pedro,1,943
2023-04-27,Cadeira,Moveis,Rio de Janeiro,Pedro,4,4056
2024-11-13,Mesa,Moveis,Recife,Pedro,2,1309
2023-07-15,Smartphone,Tecnologia,Salvador,Maria,1,1573
2024-05-17,Notebook,Tecnologia,Belo Horizonte,Ana,3,4339
08/08/2023,Tablet,Tecnologia,Salvador,Lucas,1,364
2023-07-16,Mesa,Moveis,Belo Horizonte,Maria,4,3614
03/05/2023,Mesa,Moveis,Fortaleza,Carlos,3,4973
2024-09-14,Mouse,Tecnologia,sao paulo,Fernanda,1,3318
2023-12-06,Smartphone,Tecnologia,sao paulo,Fernanda,3,4792
2023-11-29,Tablet,Tecnologia,Curitiba,João,1,3999
2023-01-15,Mesa,Moveis,São Paulo,Lucas,2,3596
2023-01-01,Mouse,Tecnologia,São Paulo,João,4,1745
2023-01-12,Smartphone,Tecnologia,RIO DE JANEIRO,Ana,4,1789
2023-06-20,Notebook,Tecnologia,Rio de Janeiro,Pedro,1,1550
2023-11-15,Mouse,Tecnologia,RIO DE JANEIRO,Ana,3,1179
25/04/2024,Mouse,Tecnologia,sao paulo,Carlos,1,2131
07/03/2024,Tablet,Tecnologia,Recife,Carlos,1,3440
2024-01-02,Smartphone,Tecnologia,Rio de Janeiro,Fernanda,2,2138
2024-03-14,Notebook,Tecnologia,Salvador,Lucas,3,1098
2024-12-28,Mouse,Tecnologia,sao paulo,Carlos,3,3034
2023-03-17,Monitor,Tecnologia,Fortaleza,Ana,4,2079
2024-11-22,Monitor,Tecnologia,Salvador,Lucas,1,226
2023-12-09,Cadeira,Moveis,sao paulo,Ana,2,4179
2023-08-02,Mesa,Moveis,São Paulo,Carlos,4,4280
2024-09-18,Mesa,Moveis,Rio de Janeiro,Fernanda,3,1475
2023-08-13,Mesa,Moveis,Rio de Janeiro,Pedro,3,1982
2024-11-10,Mesa,Moveis,Salvador,Pedro,3,1173
2023-09-02,Notebook,Tecnologia,São Paulo,Fernanda,3,2680
2023-04-11,Mouse,Tecnologia,Rio de Janeiro,João,4,3572
2024-05-12,Smartphone,Tecnologia,Salvador,Lucas,3,2396
15/10/2024,Monitor,Tecnologia,Fortaleza,Maria,3,1478
2023-08-29,Tablet,Tecnologia,Recife,João,4,1158
22/05/2024,Teclado,Tecnologia,Fortaleza,Fernanda,2,4540
2023-01-25,Monitor,Tecnologia,Fortaleza,João,3,2988
2024-03-14,Smartphone,Tecnologia,Salvador,João,1,144
05/05/2024,Tablet,Tecnologia,Recife,Maria,2,1133
2024-08-22,Mouse,Tecnologia,sao paulo,João,1,
2023-05-17,Teclado,Tecnologia,,Ana,1,371
2023-09-04,Teclado,Tecnologia,Recife,Maria,3,1781
2023-11-26,Teclado,Tecnologia,RIO DE JANEIRO,Carlos,1,166
2023-09-24,Teclado,Tecnologia,Curitiba,Maria,1,1287
2023-03-14,Mouse,Tecnologia,Belo Horizonte,Fernanda,2,1881
01/05/2024,Tablet,Tecnologia,Curitiba,Fernanda,1,3377
30/03/2023,Mesa,Moveis,Rio de Janeiro,João,4,2895
2024-09-25,Teclado,Tecnologia,Fortaleza,,2,3546
2023-07-11,Monitor,Tecnologia,sao paulo,João,2,erro
2023-01-15,Mouse,Tecnologia,Fortaleza,João,3,3017
2023-05-24,Notebook,Tecnologia,Recife,Pedro,4,3755
2023-09-30,Smartphone,Tecnologia,Rio de Janeiro,Ana,1,1130
2024-06-01,Notebook,Tecnologia,RIO DE JANEIRO,Fernanda,3,2281
2024-11-16,Notebook,Tecnologia,Rio de Janeiro,Ana,2,3554
2023-03-16,Monitor,Tecnologia,sao paulo,Fernanda,2,787
2023-11-24,Cadeira,Moveis,RIO DE JANEIRO,Lucas,4,3897
2024-10-30,Notebook,Tecnologia,Fortaleza,Carlos,4,4903
2024-09-07,Teclado,Tecnologia,Belo Horizonte,Ana,1,1854
2024-07-06,Mesa,Moveis,Curitiba,João,2,789
2024-01-18,Monitor,Tecnologia,,Ana,4,1512
2024-03-21,Mesa,Moveis,São Paulo,Ana,2,546
19/09/2024,Tablet,Tecnologia,Salvador,Pedro,2,4913
2024-07-15,Mesa,Moveis,RIO DE JANEIRO,Maria,4,3762
2024-05-02,Tablet,Tecnologia,São Paulo,Lucas,4,erro
2024-06-29,Notebook,Tecnologia,Rio de Janeiro,Maria,4,2481
21/04/2024,Cadeira,Moveis,sao paulo,Pedro,4,2912
21/01/2024,Cadeira,Moveis,Recife,Lucas,2,3739
22/01/2023,Teclado,Tecnologia,São Paulo,Maria,4,2781
2023-05-10,Mesa,Moveis,São Paulo,Fernanda,3,1605
2023-11-21,Notebook,Tecnologia,Curitiba,João,4,
2024-03-01,Teclado,Tecnologia,Salvador,Carlos,1,2759
2024-03-14,Smartphone,Tecnologia,Belo Horizonte,João,3,3025
2023-04-07,Mesa,Moveis,São Paulo,Ana,4,3431
2023-04-15,Smartphone,Tecnologia,Rio de Janeiro,Fernanda,4,3753
